,MovieID,Year,IMDB rating,Genres
566,m566,2002,8.5,['biography''drama''war']
567,m567,1993,7.5,['drama''romance']
568,m568,1973,8.4,['comedy''crime''drama']
569,m569,1934,8.1,['comedy''crime''drama''mystery''romance']
570,m570,1999,7.3,['action''adventure''comedy''drama''war']
571,m571,1971,6.8,['drama''mystery''sci-fi''thriller']
572,m572,2001,3.3,['action''thriller''crime']
573,m573,1932,8.2,['comedy''crime''romance']
574,m574,1997,7.4,['drama''history''romance']
575,m575,1934,6.9,['comedy''musical''mystery''romance']
576,m576,1993,7.7,['action''drama''history''romance''western']
577,m577,1997,6.4,['action''adventure''thriller']
578,m578,1990,6.8,['drama']
579,m579,1995,8.2,['animation''adventure''comedy''family''fantasy']
580,m580,1987,6.2,['fantasy']
581,m581,2000,7.8,['crime''drama''thriller']
582,m582,1996,8.2,['crime''drama']
583,m583,1989,5.0,['action''adventure''sci-fi''thriller']
584,m584,1982,6.7,['action''adventure''sci-fi''thriller''sci-fi']
585,m585,1994,7.2,['action''thriller']
586,m586,1993,7.9,['crime''romance''thriller']
587,m587,1995,8.1,['mystery''sci-fi''thriller']
588,m588,1973,5.8,['drama']
589,m589,1997,6.7,['crime''drama''thriller']
590,m590,2000,7.3,['drama''fantasy''mystery''thriller']
591,m591,1992,8.3,['drama''western']
592,m592,1995,8.7,['crime''mystery''thriller']
593,m593,1974,5.7,['drama']
594,m594,1958,8.6,['crime''mystery''romance''thriller']
595,m595,1998,6.0,['comedy''crime''thriller']
596,m596,1961,8.2,['drama']
597,m597,1995,5.3,['action''crime''sci-fi''thriller']
598,m598,1997,7.1,['comedy''drama']
599,m599,1987,7.3,['crime''drama']
600,m600,1988,6.0,['comedy''fantasy''horror']
601,m601,2000,6.5,['drama''horror''mystery''thriller']
602,m602,2000,6.3,['comedy''fantasy''romance']
603,m603,1996,6.5,['documentary''short']
604,m604,1994,4.4,['drama''thriller']
605,m605,2003/I,4.5,['comedy']
606,m606,1998,6.6,['crime''mystery''thriller']
607,m607,1999,4.3,['action''western''comedy''sci-fi']
608,m608,1988,7.1,['action''adventure''drama''fantasy''romance']
609,m609,1985,7.6,['drama''romance''thriller']
610,m610,1939,8.3,['adventure''family''fantasy''musical']
611,m611,1999,6.3,['action''adventure''thriller']
612,m612,2009,7.8,['action''crime''fantasy''mystery''sci-fi''thriller']
613,m613,2002,5.6,['action''adventure''crime']
614,m614,2000,7.4,['action''sci-fi']
615,m615,1974,8.0,['comedy''sci-fi']
616,m616,1979,6.4,['action''adventure''drama''history''war']
