MovieID,Movie Title,"Movie
Year","IMDB
Rating",                  Genres,"IMBD Votes
(REMOVED)"
m382,happy campers,2001,5.40,['comedy']                  ,
m383,heathers,1989,7.30,['comedy' 'crime']                 ,
m384,heavenly creatures,1994,7.60,['crime' 'drama' 'fantasy' 'thriller']               ,
m385,hellraiser: hellseeker,2002,4.90,['horror' 'mystery' 'thriller']                ,
m386,hero,1992/I,6.30,['comedy' 'drama']                 ,
m387,hider in the house,1989,5.60,['thriller']                  ,
m388,highlander iii: the sorcerer,1994,3.90,['fantasy' 'sci-fi' 'action']                ,
m389,hostage,2005/I,6.60,['action' 'crime' 'drama' 'thriller']               ,
m390,hotel rwanda,2004,8.30,['adventure' 'drama' 'history' 'thriller' 'war']              ,
m391,house on haunted hill,1999,5.30,['horror' 'mystery' 'thriller']                ,
m392,house of the damned,1996,4.30,['action' 'horror' 'thriller']                ,
m393,hellraiser iii: hell on earth,1992,5.10,['horror']                  ,
m394,hudson hawk,1991,5.40,['action' 'adventure' 'comedy' 'action' 'adventure' 'comedy' 'crime']            ,
m395,the hudsucker proxy,1994,7.40,['comedy' 'drama' 'fantasy' 'romance']               ,
m396,i walked with a zombie,1943,7.30,['horror']                  ,
m397,the ice storm,1997,7.50,['drama']                  ,
m398,insomnia,2002/I,7.30,['crime' 'drama' 'mystery' 'thriller']               ,
m399,interview with the vampire: the vampire chronicles,1994,7.40,['drama' 'fantasy']                 ,
m400,i still know what you did last summer,1998,4.10,['horror' 'mystery' 'thriller']                ,
m401,isle of the dead,1945,6.60,['drama' 'horror' 'mystery' 'thriller']               ,
m402,it's a wonderful life,1946,8.70,['drama' 'fantasy' 'romance']                ,
m403,jaws 2,1978,5.60,['thriller']                  ,
m404,jaws 3-d,1983,3.30,['thriller']                  ,
m405,jaws: the revenge,1987,2.60,['thriller']                  ,
m406,the jazz singer,1927,6.80,['drama' 'music' 'romance']                ,
m407,jennifer eight,1992,6.20,['thriller' 'mystery']                 ,
m408,jerry maguire,1996,7.30,['comedy' 'drama' 'romance' 'sport']               ,
m409,jurassic park iii,2001,5.70,['action' 'adventure' 'sci-fi' 'thriller']               ,
m410,the lost world: jurassic park,1997,6.00,['action' 'adventure' 'sci-fi' 'thriller' 'action' 'adventure' 'animation' 'horror' 'sci-fi' 'thriller']         ,
m411,jurassic park,1993,7.90,['action' 'adventure' 'family' 'sci-fi' 'action' 'adventure' 'fantasy' 'sci-fi']           ,
m412,freddy vs. jason,2003,5.80,['horror' 'thriller']                 ,
m413,kafka,1991,6.90,['comedy' 'drama' 'mystery' 'sci-fi' 'thriller']              ,
m414,king kong,2005,7.60,['adventure' 'drama' 'romance']                ,
m415,klute,1971,7.20,['mystery' 'romance' 'thriller']                ,
m416,kramer vs. kramer,1979,7.70,['drama']                  ,
m417,kundun,1997,7.10,['biography' 'drama' 'history' 'war']               ,
m418,lake placid,1999,5.40,['action' 'comedy' 'horror' 'thriller']               ,
m419,the silence of the lambs,1991,8.70,['crime' 'thriller']                 ,
m420,last of the mohicans,1977,7.30,['action' 'adventure' 'war']                ,
m421,leviathan,1989,5.30,['adventure' 'horror' 'mystery' 'sci-fi' 'thriller']              ,
m422,lock stock and two smoking barrels,1998,8.20,['crime' 'thriller']                ,
m423,lone star,1996,7.60,['drama' 'mystery' 'romance' 'western']               ,
m424,lord of illusions,1995,5.60,['fantasy' 'horror' 'mystery' 'thriller']               ,
m425,lost in translation,2003,7.90,['drama' 'romance']                 ,
m426,lost souls,2000,4.60,['drama' 'horror' 'thriller' 'romance']               ,
m427,love & basketball,2000,6.70,['drama' 'romance' 'sport']                ,
m428,magnolia,1999,8.00,['drama']                  ,
m429,the man in the iron mask,1998/I,6.10,['action' 'adventure' 'drama' 'history']               ,
m430,manhunt,2003,8.70,['action' 'adventure' 'crime' 'horror' 'thriller']              ,
m431,manhunter,1986,7.20,['crime' 'thriller']                 ,
m432,man on the moon,1999,7.40,['biography' 'comedy' 'drama']                ,
m433,the matrix,1999,8.70,['action' 'adventure' 'adventure' 'adventure' 'sci-fi']              ,
m434,halloween iii: season of the witch,1982,3.80,['horror' 'mystery' 'sci-fi']                ,
m435,meet joe black,1998,6.90,['drama' 'fantasy' 'mystery' 'romance']               ,
m436,memento,2000,8.70,['crime' 'drama' 'mystery' 'thriller']               ,
m437,miami vice,2006,6.00,['action' 'crime' 'drama' 'thriller']               ,
m438,midnight cowboy,1969,8.00,['drama']                  ,
m439,midnight express,1978,7.60,['biography' 'crime' 'drama' 'thriller']               ,
m440,mimic,1997,5.70,['drama' 'horror' 'sci-fi']                ,
m441,misery,1990,7.80,['thriller']                  ,
m442,mission: impossible ii,2000,5.70,['action' 'adventure' 'thriller']                ,
m443,mission: impossible,1996,6.90,['action' 'adventure' 'thriller']                ,
m444,moonstruck,1987,7.10,['comedy' 'romance' 'drama']                ,
m445,monty python and the holy grail,1975,8.40,['adventure' 'comedy']                 ,
m446,mrs brown,1997,7.20,['biography' 'drama' 'history' 'romance']               ,
m447,arcade,1993,4.60,['sci-fi']                  ,
m448,mulholland dr.,2001,8.00,['drama' 'mystery' 'thriller']                ,
m449,murderland,2009,5.80,['crime' 'drama' 'mystery']                ,
m450,my girl 2,1994,4.80,['comedy' 'drama' 'family' 'romance']               ,
m451,my girl,1991,6.40,['comedy' 'drama' 'family' 'romance']               ,
m452,my best friend's wedding,1997,6.20,['comedy' 'romance']                 ,
m453,nashville,1975,7.70,['drama' 'music']                 ,
m454,natural born killers,1994,7.10,['action' 'crime' 'drama' 'romance' 'thriller']              ,
m455,nothing but a man,1964,7.80,['drama' 'romance']                 ,
m456,the negotiator,1998,7.20,['action' 'crime' 'drama' 'mystery' 'thriller']              ,
m457,neuromancer,1988,9.30,['action' 'adventure' 'animation' 'sci-fi']               ,
m458,never been kissed,1999,5.70,['comedy' 'drama' 'romance']                ,
m459,the nightmare before christmas,1993,8.00,['animation' 'family' 'fantasy' 'musical']               ,
m460,a nightmare on elm street part 2: freddy's revenge,1985,4.90,['fantasy' 'horror' 'thriller']                ,
m461,a nightmare on elm street 3: dream warriors,1987,6.30,['fantasy' 'horror' 'thriller']                ,
m462,notting hill,1999,6.90,['comedy' 'romance']                 ,
m463,one flew over the cuckoo's nest,1975,8.90,['drama']                  ,
m464,only you,1994,6.20,['comedy' 'romance']                 ,
m465,on the waterfront,1954,8.40,['crime' 'drama' 'romance']                ,
m466,orgy of the dead,1965,2.50,['fantasy' 'horror']                 ,
m467,out of sight,1998,7.20,['comedy' 'crime' 'romance' 'thriller']               ,
m468,pearl harbor,2001,5.40,['action' 'drama' 'romance' 'war']               ,
m469,peggy sue got married,1986,6.30,['comedy' 'drama' 'fantasy' 'romance']               ,
m470,pet sematary ii,1992,4.20,['action' 'horror' 'thriller']                ,
m471,philadelphia,1993,7.60,['drama']                  ,
m472,pitch black,2000,7.00,['action' 'sci-fi' 'thriller']                ,
m473,planet of the apes,2001,5.50,['action' 'adventure' 'sci-fi' 'thriller' 'animation' 'action' 'adventure' 'sci-fi']           ,
m474,platoon,1986,8.20,['action' 'drama' 'war']                ,
m475,playback,1996,3.60,['thriller']                  ,
m476,the ploughman's lunch,1983,6.80,['drama']                  ,
m477,point break,1991,6.90,['action' 'adventure' 'crime' 'drama' 'sport' 'thriller']             ,
m478,predator,1987,7.80,['action' 'adventure' 'sci-fi' 'thriller']               ,
m479,pretty woman,1990,6.70,['comedy' 'romance']                 ,
m480,the princess bride,1987,8.10,['adventure' 'comedy' 'family' 'fantasy' 'romance']              ,
m481,the producers,1968,7.70,['comedy']                  ,
m482,psycho,1960,8.70,['drama' 'horror' 'mystery' 'thriller' 'thriller']              ,
m483,maniac,1980,6.20,['drama' 'horror' 'thriller']                ,
m484,vampyr,1932,7.60,['fantasy' 'horror']                 ,
m485,mystery of the wax museum,1933,6.80,['horror' 'mystery' 'thriller']                ,
m486,quantum project,2000,4.80,['short' 'adventure' 'drama' 'romance']               ,
m487,rambling rose,1991,6.60,['drama']                  ,
m488,red white black & blue,2006,6.30,['documentary']                  ,
m489,star wars: episode vi - return of the jedi,1983,8.30,['action' 'adventure' 'fantasy' 'sci-fi']               ,
m490,the rocky horror picture show,1975,7.10,['comedy' 'musical']                 ,
m491,rocky,1976,8.10,['drama' 'romance' 'sport']                ,
m492,who framed roger rabbit,1988,7.60,['animation' 'comedy' 'crime' 'family' 'fantasy' 'mystery' 'animation' 'adventure' 'action' 'fantasy']         ,
m493,romeo and juliet,1968/I,7.80,['drama' 'romance']                 ,
m494,ronin,1998,7.20,['action' 'crime' 'thriller']                ,
m495,route 9,1998,6.00,['crime' 'drama']                 ,
m496,rush hour 2,2001,6.50,['action' 'comedy' 'crime' 'thriller']               ,
m497,rush hour,1998,6.80,['action' 'comedy' 'thriller' 'crime']               ,
m498,runaway bride,1999,5.20,['comedy' 'romance']                 ,
m499,sleepless in seattle,1993,6.60,['comedy' 'romance' 'drama']                ,
m500,salt of the earth,1954,7.60,['drama' 'history']                 ,
m501,the salton sea,2002,7.10,['crime' 'drama' 'mystery' 'thriller']               ,
m502,saving private ryan,1998,8.50,['action' 'drama' 'history' 'war']               ,
m503,say anything...,1989,7.50,['comedy' 'drama' 'romance']                ,
m504,schindler's list,1993,8.90,['biography' 'drama' 'history' 'war']               ,
m505,scream 2,1997,5.90,['horror' 'mystery' 'thriller']                ,
m506,scream 3,2000,5.30,['horror' 'mystery' 'thriller']                ,
m507,scream,1996/I,7.20,['crime' 'horror' 'mystery' 'thriller']               ,
m508,seven,1979,6.10,['action' 'drama']                 ,
m509,the searchers,1956,8.10,['adventure' 'drama' 'western']                ,
m510,seven days to live,2000,5.20,['drama' 'horror' 'thriller']                ,
m511,shakespeare in love,1998,7.40,['comedy' 'drama' 'romance']                ,
m512,shallow grave,1994,7.40,['comedy' 'crime' 'drama' 'thriller']               ,
m513,shampoo,1975,6.20,['drama' 'romance']                 ,
m514,the shining,1980,8.50,['horror' 'mystery' 'thriller']                ,
m515,silver bullet,1985,5.90,['adventure' 'drama' 'horror' 'mystery' 'thriller']              ,
m516,sister act,1992,5.90,['comedy' 'crime' 'music']                ,
m517,sleepy hollow,1999,7.50,['fantasy' 'mystery' 'thriller']                ,
m518,sling blade,1996,8.00,['drama']                  ,
m519,smoke,1995,7.50,['comedy' 'drama']                 ,
m520,snow falling on cedars,1999,6.70,['drama' 'mystery' 'romance' 'thriller']               ,
m521,soldier,1998/I,5.60,['action' 'drama' 'sci-fi']                ,
m522,some like it hot,1959,8.40,['comedy']                  ,
m523,the wedding date,2005,5.50,['comedy' 'romance']                 ,
m524,sounder,1972,7.80,['drama']                  ,
m525,south park: bigger longer & uncut,1999,7.80,['animation' 'comedy' 'musical']                ,
m526,spacejacked,1997,2.90,['action' 'sci-fi']                 ,
m527,spare me,1992,5.80,['thriller']                  ,
m528,sphere,1998,5.60,['drama' 'horror' 'mystery' 'sci-fi' 'thriller']              ,
m529,star wars,1977,8.80,['action' 'adventure' 'fantasy' 'sci-fi']               ,
m530,starship troopers,1997,7.10,['action' 'adventure' 'sci-fi' 'thriller']               ,
m531,star trek: the motion picture,1979,6.20,['adventure' 'fantasy' 'mystery' 'sci-fi']               ,
m532,state and main,2000,6.80,['comedy' 'drama']                 ,
m533,stepmom,1998,6.20,['comedy' 'drama']                 ,
m534,storytelling,2001,6.70,['comedy' 'drama']                 ,
m535,stranglehold,2007,8.60,['action' 'adventure' 'crime']                ,
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.60,['comedy' 'drama']                 ,
m537,suburbia,1996,6.50,['comedy' 'drama']                 ,
m538,sugar & spice,2001,5.20,['comedy' 'crime']                 ,
m539,sunset blvd.,1950,8.70,['drama' 'film-noir']                 ,
m540,supergirl,1984,4.10,['action' 'adventure' 'sci-fi']                ,
m541,superman iii,1983,4.70,['action' 'adventure' 'comedy' 'fantasy' 'sci-fi']              ,
m542,superman ii,1980,6.70,['action' 'adventure' 'fantasy' 'romance' 'sci-fi']              ,
m543,superman iv: the quest for peace,1987,3.40,['action' 'adventure' 'family' 'fantasy' 'sci-fi']              ,
m544,superman,1978,7.30,['action' 'family' 'sci-fi']                ,
m545,the sweet hereafter,1997,7.80,['drama']                  ,
m546,sweet smell of success,1957,8.20,['drama' 'film-noir']                 ,
m547,terminator 2: judgment day,1991,8.50,['action' 'sci-fi' 'thriller']                ,
m548,taking sides,2001,7.20,['drama' 'music' 'war']                ,
m549,the terminator,1984,8.10,['action' 'sci-fi' 'thriller']                ,
m550,the game,1997,7.70,['drama' 'mystery' 'thriller']                ,
m551,the haunting,1999,4.60,['horror' 'thriller' 'mystery']                ,
m552,the limey,1999,7.00,['crime' 'drama' 'mystery' 'thriller']               ,
m553,the man who wasn't there,2001,7.70,['crime' 'drama']                 ,
m554,the relic,1997,5.40,['horror' 'mystery' 'thriller']                ,
m555,the truman show,1998,8.00,['drama']                  ,
m556,the x files,1998,6.80,['crime' 'horror' 'mystery' 'sci-fi' 'thriller']              ,
m557,the cell,2000,6.20,['drama' 'fantasy' 'horror' 'sci-fi' 'thriller']              ,
m558,the third man,1949,8.50,['film-noir' 'mystery' 'thriller']                ,
m559,the beach,2000/I,6.30,['adventure' 'drama' 'romance' 'thriller']               ,
m560,the believer,2001,7.30,['drama']                  ,
m561,le grand bleu,1988,7.40,['adventure' 'drama' 'romance']                ,
m562,the hebrew hammer,2003,6.20,['comedy']                  ,
m563,the leopard man,1943,6.90,['drama' 'horror' 'mystery' 'thriller']               ,
m564,the lost son,1999,6.50,['crime' 'drama' 'romance' 'thriller']               ,
m565,the messenger,2009/I,7.40,['drama' 'romance' 'war']                ,
m566,the pianist,2002,8.50,['biography' 'drama' 'war']                ,
m567,the piano,1993,7.50,['drama' 'romance']                 ,
m568,the sting,1973,8.40,['comedy' 'crime' 'drama']                ,
m569,the thin man,1934,8.10,['comedy' 'crime' 'drama' 'mystery' 'romance']              ,
m570,three kings,1999,7.30,['action' 'adventure' 'comedy' 'drama' 'war']              ,
m571,thx 1138,1971,6.80,['drama' 'mystery' 'sci-fi' 'thriller']               ,
m572,ticker,2001,3.30,['action' 'thriller' 'crime']                ,
m573,trouble in paradise,1932,8.20,['comedy' 'crime' 'romance']                ,
m574,titanic,1997,7.40,['drama' 'history' 'romance']                ,
m575,transatlantic merry-go-round,1934,6.90,['comedy' 'musical' 'mystery' 'romance']               ,
m576,tombstone,1993,7.70,['action' 'drama' 'history' 'romance' 'western']              ,
m577,tomorrow never dies,1997,6.40,['action' 'adventure' 'thriller']                ,
m578,to sleep with anger,1990,6.80,['drama']                  ,
m579,toy story,1995,8.20,['animation' 'adventure' 'comedy' 'family' 'fantasy']              ,
m580,the magic toyshop,1987,6.20,['fantasy']                  ,
m581,traffic,2000,7.80,['crime' 'drama' 'thriller']                ,
m582,trainspotting,1996,8.20,['crime' 'drama']                 ,
m583,star trek v: the final frontier,1989,5.00,['action' 'adventure' 'sci-fi' 'thriller']               ,
m584,tron,1982,6.70,['action' 'adventure' 'sci-fi' 'thriller' 'sci-fi']              ,
m585,true lies,1994,7.20,['action' 'thriller']                 ,
m586,true romance,1993,7.90,['crime' 'romance' 'thriller']                ,
m587,twelve monkeys,1995,8.10,['mystery' 'sci-fi' 'thriller']                ,
m588,u-turn,1973,5.80,['drama']                  ,
m589,u turn,1997,6.70,['crime' 'drama' 'thriller']                ,
m590,unbreakable,2000,7.30,['drama' 'fantasy' 'mystery' 'thriller']               ,
m591,unforgiven,1992,8.30,['drama' 'western']                 ,
m592,the usual suspects,1995,8.70,['crime' 'mystery' 'thriller']                ,
m593,verdict,1974,5.70,['drama']                  ,
m594,vertigo,1958,8.60,['crime' 'mystery' 'romance' 'thriller']               ,
m595,very bad things,1998,6.00,['comedy' 'crime' 'thriller']                ,
m596,viridiana,1961,8.20,['drama']                  ,
m597,virtuosity,1995,5.30,['action' 'crime' 'sci-fi' 'thriller']               ,
m598,wag the dog,1997,7.10,['comedy' 'drama']                 ,
m599,wall street,1987,7.30,['crime' 'drama']                 ,
m600,waxwork,1988,6.00,['comedy' 'fantasy' 'horror']                ,
m601,what lies beneath,2000,6.50,['drama' 'horror' 'mystery' 'thriller']               ,
m602,what women want,2000,6.30,['comedy' 'fantasy' 'romance']                ,
m603,the witching hour,1996,6.50,['documentary' 'short']                 ,
m604,white angel,1994,4.40,['drama' 'thriller']                 ,
m605,who's your daddy?,2003/I,4.50,['comedy']                  ,
m606,wild things,1998,6.60,['crime' 'mystery' 'thriller']                ,
m607,wild wild west,1999,4.30,['action' 'western' 'comedy' 'sci-fi']               ,
m608,willow,1988,7.10,['action' 'adventure' 'drama' 'fantasy' 'romance']              ,
m609,witness,1985,7.60,['drama' 'romance' 'thriller']                ,
m610,the wizard of oz,1939,8.30,['adventure' 'family' 'fantasy' 'musical']               ,
m611,the world is not enough,1999,6.30,['action' 'adventure' 'thriller']                ,
m612,watchmen,2009,7.80,['action' 'crime' 'fantasy' 'mystery' 'sci-fi' 'thriller']             ,
m613,xxx,2002,5.60,['action' 'adventure' 'crime']                ,
m614,x-men,2000,7.40,['action' 'sci-fi']                 ,
m615,young frankenstein,1974,8.00,['comedy' 'sci-fi']                 ,
m616,zulu dawn,1979,6.40,['action' 'adventure' 'drama' 'history' 'war']              ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
,,,,                  ,
