,CharacterID,MovieID,Gender
1330,u1330,m89,?
1331,u1331,m89,?
1332,u1332,m89,?
1333,u1333,m89,?
1334,u1334,m89,?
1335,u1335,m89,?
1336,u1336,m89,?
1337,u1337,m89,?
1338,u1338,m89,?
1339,u1339,m89,?
1340,u1340,m89,?
1341,u1341,m89,?
1342,u1342,m89,?
1343,u1343,m89,?
1344,u1344,m89,?
1345,u1345,m89,m
1346,u1346,m89,?
1347,u1347,m89,?
1348,u1348,m89,?
1349,u1349,m89,M
1350,u1350,m89,?
1351,u1351,m89,M
1352,u1352,m89,?
1353,u1353,m89,?
1354,u1354,m89,?
1355,u1355,m90,?
1356,u1356,m90,m
1357,u1357,m90,m
1358,u1358,m90,?
1359,u1359,m90,?
1360,u1360,m90,?
1361,u1361,m90,m
1362,u1362,m90,?
1363,u1363,m90,M
1364,u1364,m90,f
1365,u1365,m90,?
1366,u1366,m90,?
1367,u1367,m90,?
1368,u1368,m90,m
1369,u1369,m90,?
1370,u1370,m90,?
1371,u1371,m90,?
1372,u1372,m90,m
1373,u1373,m90,?
1374,u1374,m90,?
1375,u1375,m90,m
1376,u1376,m90,?
1377,u1377,m91,?
1378,u1378,m91,?
1379,u1379,m91,m
1380,u1380,m91,f
1381,u1381,m91,f
1382,u1382,m91,?
1383,u1383,m91,?
1384,u1384,m91,m
1385,u1385,m91,?
1386,u1386,m91,?
1387,u1387,m91,?
1388,u1388,m92,f
1389,u1389,m92,m
1390,u1390,m92,?
1391,u1391,m92,?
1392,u1392,m92,f
1393,u1393,m92,?
1394,u1394,m92,m
1395,u1395,m92,f
1396,u1396,m92,?
1397,u1397,m92,?
1398,u1398,m92,?
1399,u1399,m92,?
1400,u1400,m92,?
1401,u1401,m92,?
1402,u1402,m93,?
1403,u1403,m93,?
1404,u1404,m93,f
1405,u1405,m93,f
1406,u1406,m93,?
1407,u1407,m93,m
1408,u1408,m93,?
1409,u1409,m93,m
1410,u1410,m93,?
1411,u1411,m93,?
1412,u1412,m94,?
1413,u1413,m94,m
1414,u1414,m94,?
1415,u1415,m94,m
1416,u1416,m94,m
1417,u1417,m94,m
1418,u1418,m94,m
1419,u1419,m94,?
1420,u1420,m94,f
1421,u1421,m94,?
1422,u1422,m95,f
1423,u1423,m95,?
1424,u1424,m95,m
1425,u1425,m95,?
1426,u1426,m95,?
1427,u1427,m96,m
1428,u1428,m96,?
1429,u1429,m96,m
1430,u1430,m96,f
1431,u1431,m96,?
1432,u1432,m96,?
1433,u1433,m97,?
1434,u1434,m97,f
1435,u1435,m97,m
1436,u1436,m97,m
1437,u1437,m97,f
1438,u1438,m97,?
1439,u1439,m97,?
1440,u1440,m97,m
1441,u1441,m97,?
1442,u1442,m97,?
1443,u1443,m97,?
1444,u1444,m97,?
1445,u1445,m97,?
1446,u1446,m97,?
1447,u1447,m97,m
1448,u1448,m97,?
1449,u1449,m97,?
1450,u1450,m97,m
1451,u1451,m97,?
1452,u1452,m98,m
1453,u1453,m98,?
1454,u1454,m98,m
1455,u1455,m98,f
1456,u1456,m98,m
1457,u1457,m98,m
1458,u1458,m98,?
1459,u1459,m98,?
1460,u1460,m98,?
1461,u1461,m99,?
1462,u1462,m99,?
1463,u1463,m99,m
1464,u1464,m99,?
1465,u1465,m99,?
1466,u1466,m99,?
1467,u1467,m99,?
1468,u1468,m99,f
1469,u1469,m100,m
1470,u1470,m100,?
1471,u1471,m100,?
1472,u1472,m100,?
1473,u1473,m100,?
1474,u1474,m100,?
1475,u1475,m100,M
1476,u1476,m100,?
1477,u1477,m100,?
1478,u1478,m100,?
1479,u1479,m100,F
1480,u1480,m100,?
1481,u1481,m100,?
1482,u1482,m100,?
1483,u1483,m100,?
1484,u1484,m100,?
1485,u1485,m101,?
1486,u1486,m101,?
1487,u1487,m101,?
1488,u1488,m101,?
1489,u1489,m101,?
1490,u1490,m101,m
1491,u1491,m101,?
1492,u1492,m101,?
1493,u1493,m101,?
1494,u1494,m101,?
1495,u1495,m101,?
1496,u1496,m101,?
1497,u1497,m101,f
1498,u1498,m101,?
1499,u1499,m101,m
1500,u1500,m101,?
1501,u1501,m101,?
1502,u1502,m101,m
1503,u1503,m101,?
1504,u1504,m101,?
1505,u1505,m101,f
1506,u1506,m101,?
1507,u1507,m101,?
1508,u1508,m101,?
1509,u1509,m101,?
1510,u1510,m101,m
1511,u1511,m101,?
1512,u1512,m102,?
1513,u1513,m102,m
1514,u1514,m102,?
1515,u1515,m102,?
1516,u1516,m102,?
1517,u1517,m102,M
1518,u1518,m102,?
1519,u1519,m102,f
1520,u1520,m102,m
1521,u1521,m102,?
1522,u1522,m102,?
1523,u1523,m102,m
1524,u1524,m102,?
1525,u1525,m102,f
1526,u1526,m102,?
1527,u1527,m102,?
1528,u1528,m102,?
1529,u1529,m102,m
1530,u1530,m103,f
1531,u1531,m103,?
1532,u1532,m103,?
1533,u1533,m103,?
1534,u1534,m103,?
1535,u1535,m103,f
1536,u1536,m103,?
1537,u1537,m103,?
1538,u1538,m103,?
1539,u1539,m103,m
1540,u1540,m103,?
1541,u1541,m103,?
1542,u1542,m103,?
1543,u1543,m103,?
1544,u1544,m103,?
1545,u1545,m103,?
1546,u1546,m103,?
1547,u1547,m103,?
1548,u1548,m103,m
1549,u1549,m103,?
1550,u1550,m103,?
1551,u1551,m103,?
1552,u1552,m103,m
1553,u1553,m103,?
1554,u1554,m103,?
1555,u1555,m104,?
1556,u1556,m104,m
1557,u1557,m104,?
1558,u1558,m104,m
1559,u1559,m104,?
1560,u1560,m104,?
1561,u1561,m104,m
1562,u1562,m104,?
1563,u1563,m104,?
1564,u1564,m104,?
1565,u1565,m104,?
1566,u1566,m104,?
1567,u1567,m104,?
1568,u1568,m104,m
1569,u1569,m104,?
1570,u1570,m104,?
1571,u1571,m104,?
1572,u1572,m104,f
1573,u1573,m104,?
1574,u1574,m104,m
1575,u1575,m104,?
1576,u1576,m104,?
1577,u1577,m104,m
1578,u1578,m104,?
1579,u1579,m104,?
1580,u1580,m104,?
1581,u1581,m104,?
1582,u1582,m104,?
1583,u1583,m104,?
1584,u1584,m104,?
1585,u1585,m104,m
1586,u1586,m104,f
1587,u1587,m104,?
1588,u1588,m104,f
1589,u1589,m105,?
1590,u1590,m105,?
1591,u1591,m105,m
1592,u1592,m105,m
1593,u1593,m105,f
1594,u1594,m105,m
1595,u1595,m105,m
1596,u1596,m105,f
1597,u1597,m105,m
1598,u1598,m105,m
1599,u1599,m105,?
1600,u1600,m105,?
1601,u1601,m105,?
1602,u1602,m106,?
1603,u1603,m106,?
1604,u1604,m106,?
1605,u1605,m106,?
1606,u1606,m106,?
1607,u1607,m106,?
1608,u1608,m106,m
1609,u1609,m106,?
1610,u1610,m106,?
1611,u1611,m106,?
1612,u1612,m106,m
1613,u1613,m106,?
1614,u1614,m106,f
1615,u1615,m106,?
1616,u1616,m106,m
1617,u1617,m106,m
1618,u1618,m106,?
1619,u1619,m106,?
1620,u1620,m106,m
1621,u1621,m106,?
1622,u1622,m106,?
1623,u1623,m106,?
1624,u1624,m106,?
1625,u1625,m106,?
1626,u1626,m106,?
1627,u1627,m106,?
1628,u1628,m107,?
1629,u1629,m107,?
1630,u1630,m107,m
1631,u1631,m107,?
1632,u1632,m107,?
1633,u1633,m107,?
1634,u1634,m107,?
1635,u1635,m107,f
1636,u1636,m107,?
1637,u1637,m107,?
1638,u1638,m107,?
1639,u1639,m107,?
1640,u1640,m107,?
1641,u1641,m107,?
1642,u1642,m108,m
1643,u1643,m108,?
1644,u1644,m108,?
1645,u1645,m108,?
1646,u1646,m108,f
1647,u1647,m108,?
1648,u1648,m108,?
1649,u1649,m108,m
1650,u1650,m108,?
1651,u1651,m108,?
1652,u1652,m108,m
1653,u1653,m108,m
1654,u1654,m109,m
1655,u1655,m109,?
1656,u1656,m109,f
1657,u1657,m109,?
1658,u1658,m109,?
1659,u1659,m109,?
1660,u1660,m109,f
1661,u1661,m109,f
1662,u1662,m109,f
1663,u1663,m109,m
1664,u1664,m109,?
1665,u1665,m109,?
1666,u1666,m109,?
1667,u1667,m109,?
1668,u1668,m109,f
1669,u1669,m109,?
1670,u1670,m110,f
1671,u1671,m110,?
1672,u1672,m110,m
1673,u1673,m110,?
1674,u1674,m110,f
1675,u1675,m110,m
1676,u1676,m110,?
1677,u1677,m110,?
1678,u1678,m111,?
1679,u1679,m111,m
1680,u1680,m111,f
1681,u1681,m111,?
1682,u1682,m111,?
1683,u1683,m111,?
1684,u1684,m111,?
1685,u1685,m111,f
1686,u1686,m111,?
1687,u1687,m111,?
1688,u1688,m111,?
1689,u1689,m111,?
1690,u1690,m111,?
1691,u1691,m111,f
1692,u1692,m111,?
1693,u1693,m111,?
1694,u1694,m111,?
1695,u1695,m111,m
1696,u1696,m111,m
1697,u1697,m111,?
1698,u1698,m112,m
1699,u1699,m112,?
1700,u1700,m112,?
1701,u1701,m112,m
1702,u1702,m112,?
1703,u1703,m112,m
1704,u1704,m112,?
1705,u1705,m112,?
1706,u1706,m112,f
1707,u1707,m112,?
1708,u1708,m112,m
1709,u1709,m112,?
1710,u1710,m112,?
1711,u1711,m112,?
1712,u1712,m113,m
1713,u1713,m113,?
1714,u1714,m113,?
1715,u1715,m113,f
1716,u1716,m113,?
1717,u1717,m113,?
1718,u1718,m113,?
1719,u1719,m113,?
1720,u1720,m113,m
1721,u1721,m113,?
1722,u1722,m113,?
1723,u1723,m113,?
1724,u1724,m113,f
1725,u1725,m113,m
1726,u1726,m114,?
1727,u1727,m114,?
1728,u1728,m114,m
1729,u1729,m114,?
1730,u1730,m114,f
1731,u1731,m114,?
1732,u1732,m114,?
1733,u1733,m114,?
1734,u1734,m114,?
1735,u1735,m114,?
1736,u1736,m115,f
1737,u1737,m115,?
1738,u1738,m115,?
1739,u1739,m115,?
1740,u1740,m115,?
1741,u1741,m115,F
1742,u1742,m115,?
1743,u1743,m115,?
1744,u1744,m115,?
1745,u1745,m115,?
1746,u1746,m115,?
1747,u1747,m115,?
1748,u1748,m115,M
1749,u1749,m115,?
1750,u1750,m115,?
1751,u1751,m115,?
1752,u1752,m115,?
1753,u1753,m115,?
1754,u1754,m115,?
1755,u1755,m116,m
1756,u1756,m116,?
1757,u1757,m116,?
1758,u1758,m116,f
1759,u1759,m116,?
1760,u1760,m116,?
1761,u1761,m117,?
1762,u1762,m117,?
1763,u1763,m117,f
1764,u1764,m117,?
1765,u1765,m117,?
1766,u1766,m117,?
1767,u1767,m117,f
1768,u1768,m117,m
1769,u1769,m117,?
1770,u1770,m117,?
1771,u1771,m117,?
1772,u1772,m117,f
1773,u1773,m117,?
1774,u1774,m117,f
1775,u1775,m117,?
1776,u1776,m117,?
1777,u1777,m117,?
1778,u1778,m117,?
1779,u1779,m117,m
1780,u1780,m118,?
1781,u1781,m118,?
1782,u1782,m118,M
1783,u1783,m118,?
1784,u1784,m118,m
1785,u1785,m118,m
1786,u1786,m118,F
1787,u1787,m118,?
1788,u1788,m118,f
1789,u1789,m118,?
1790,u1790,m118,f
1791,u1791,m118,?
1792,u1792,m118,?
1793,u1793,m119,?
1794,u1794,m119,f
1795,u1795,m119,?
1796,u1796,m119,m
1797,u1797,m119,?
1798,u1798,m119,?
1799,u1799,m119,m
1800,u1800,m119,?
1801,u1801,m119,?
1802,u1802,m119,?
1803,u1803,m119,m
1804,u1804,m119,f
1805,u1805,m119,?
1806,u1806,m119,m
1807,u1807,m120,?
1808,u1808,m120,?
1809,u1809,m120,?
1810,u1810,m120,?
1811,u1811,m120,M
1812,u1812,m120,?
1813,u1813,m120,?
1814,u1814,m120,?
1815,u1815,m120,?
1816,u1816,m120,?
1817,u1817,m120,?
1818,u1818,m120,?
1819,u1819,m120,?
1820,u1820,m120,?
1821,u1821,m120,?
1822,u1822,m120,?
1823,u1823,m120,?
1824,u1824,m120,?
1825,u1825,m120,?
1826,u1826,m120,?
1827,u1827,m120,M
1828,u1828,m120,?
1829,u1829,m120,?
1830,u1830,m120,?
1831,u1831,m120,?
1832,u1832,m120,?
1833,u1833,m120,?
1834,u1834,m121,?
1835,u1835,m121,f
1836,u1836,m121,m
1837,u1837,m121,?
1838,u1838,m121,?
1839,u1839,m121,m
1840,u1840,m121,?
1841,u1841,m121,?
1842,u1842,m121,?
1843,u1843,m121,?
1844,u1844,m121,?
1845,u1845,m121,?
1846,u1846,m121,m
1847,u1847,m121,?
1848,u1848,m121,?
1849,u1849,m121,?
1850,u1850,m121,?
1851,u1851,m121,?
1852,u1852,m121,f
1853,u1853,m122,?
1854,u1854,m122,m
1855,u1855,m122,?
1856,u1856,m122,m
1857,u1857,m122,?
1858,u1858,m122,f
1859,u1859,m122,m
1860,u1860,m122,?
1861,u1861,m122,?
1862,u1862,m122,m
1863,u1863,m122,?
1864,u1864,m122,?
1865,u1865,m122,?
1866,u1866,m123,?
1867,u1867,m123,?
1868,u1868,m123,f
1869,u1869,m123,?
1870,u1870,m123,?
1871,u1871,m123,?
1872,u1872,m123,?
1873,u1873,m123,?
1874,u1874,m123,?
1875,u1875,m123,?
1876,u1876,m123,?
1877,u1877,m123,m
1878,u1878,m123,?
1879,u1879,m123,?
1880,u1880,m123,?
1881,u1881,m123,m
1882,u1882,m123,?
1883,u1883,m123,m
1884,u1884,m123,?
1885,u1885,m123,f
1886,u1886,m123,f
1887,u1887,m123,?
1888,u1888,m123,?
1889,u1889,m124,?
1890,u1890,m124,m
1891,u1891,m124,m
1892,u1892,m124,?
1893,u1893,m124,m
1894,u1894,m124,m
1895,u1895,m124,?
1896,u1896,m124,?
1897,u1897,m124,?
1898,u1898,m124,m
1899,u1899,m124,?
1900,u1900,m124,f
1901,u1901,m125,?
1902,u1902,m125,?
1903,u1903,m125,?
1904,u1904,m125,M
1905,u1905,m125,?
1906,u1906,m125,M
1907,u1907,m125,f
1908,u1908,m125,?
1909,u1909,m125,?
1910,u1910,m125,?
1911,u1911,m125,?
1912,u1912,m125,?
1913,u1913,m125,m
1914,u1914,m125,?
1915,u1915,m126,f
1916,u1916,m126,m
1917,u1917,m126,?
1918,u1918,m126,m
1919,u1919,m126,m
1920,u1920,m126,?
1921,u1921,m126,?
1922,u1922,m126,m
1923,u1923,m126,?
1924,u1924,m126,?
1925,u1925,m126,f
1926,u1926,m126,m
1927,u1927,m126,?
1928,u1928,m126,f
1929,u1929,m126,?
1930,u1930,m126,?
1931,u1931,m126,m
1932,u1932,m126,?
1933,u1933,m126,?
1934,u1934,m126,m
1935,u1935,m127,?
1936,u1936,m127,?
1937,u1937,m127,?
1938,u1938,m127,?
1939,u1939,m127,?
1940,u1940,m127,m
1941,u1941,m127,?
1942,u1942,m127,?
1943,u1943,m127,?
1944,u1944,m127,?
1945,u1945,m127,?
1946,u1946,m127,?
1947,u1947,m127,m
1948,u1948,m127,f
1949,u1949,m127,?
1950,u1950,m127,?
1951,u1951,m127,m
1952,u1952,m127,m
1953,u1953,m127,?
1954,u1954,m127,?
1955,u1955,m127,m
1956,u1956,m127,?
1957,u1957,m128,m
1958,u1958,m128,M
1959,u1959,m128,?
1960,u1960,m128,?
1961,u1961,m128,f
1962,u1962,m128,?
1963,u1963,m128,?
1964,u1964,m128,?
1965,u1965,m128,?
1966,u1966,m128,?
1967,u1967,m128,?
1968,u1968,m128,?
1969,u1969,m128,?
1970,u1970,m128,?
1971,u1971,m128,m
1972,u1972,m128,?
1973,u1973,m128,?
1974,u1974,m128,?
1975,u1975,m128,?
1976,u1976,m128,?
1977,u1977,m128,?
1978,u1978,m128,m
1979,u1979,m128,?
1980,u1980,m128,?
1981,u1981,m128,?
1982,u1982,m128,?
1983,u1983,m129,m
1984,u1984,m129,?
1985,u1985,m129,?
1986,u1986,m129,?
1987,u1987,m129,?
1988,u1988,m129,?
1989,u1989,m129,?
1990,u1990,m129,f
1991,u1991,m129,m
1992,u1992,m129,F
1993,u1993,m129,m
1994,u1994,m129,?
1995,u1995,m129,?
1996,u1996,m129,?
1997,u1997,m129,?
1998,u1998,m129,?
1999,u1999,m129,?
2000,u2000,m130,?
2001,u2001,m130,m
2002,u2002,m130,?
2003,u2003,m130,f
2004,u2004,m130,f
2005,u2005,m130,?
2006,u2006,m130,?
2007,u2007,m130,?
2008,u2008,m130,?
2009,u2009,m130,?
2010,u2010,m130,m
2011,u2011,m130,?
2012,u2012,m130,F
2013,u2013,m130,?
2014,u2014,m130,?
2015,u2015,m130,?
2016,u2016,m130,?
2017,u2017,m131,?
2018,u2018,m131,m
2019,u2019,m131,?
2020,u2020,m131,?
2021,u2021,m131,m
2022,u2022,m131,?
2023,u2023,m131,?
2024,u2024,m131,?
2025,u2025,m131,?
2026,u2026,m131,?
2027,u2027,m131,?
2028,u2028,m131,?
2029,u2029,m131,?
2030,u2030,m131,m
2031,u2031,m131,?
2032,u2032,m131,?
2033,u2033,m131,?
2034,u2034,m131,m
2035,u2035,m131,?
2036,u2036,m132,f
2037,u2037,m132,m
2038,u2038,m132,?
2039,u2039,m132,?
2040,u2040,m132,?
2041,u2041,m132,m
2042,u2042,m132,?
2043,u2043,m132,?
2044,u2044,m132,?
2045,u2045,m132,m
2046,u2046,m132,?
2047,u2047,m132,?
2048,u2048,m132,f
2049,u2049,m132,?
2050,u2050,m132,?
2051,u2051,m132,?
2052,u2052,m132,?
2053,u2053,m132,?
2054,u2054,m133,?
2055,u2055,m133,?
2056,u2056,m133,?
2057,u2057,m133,?
2058,u2058,m133,?
2059,u2059,m133,?
2060,u2060,m133,?
2061,u2061,m133,m
2062,u2062,m133,?
2063,u2063,m133,?
2064,u2064,m133,f
2065,u2065,m133,m
2066,u2066,m133,m
2067,u2067,m133,?
2068,u2068,m134,?
2069,u2069,m134,?
2070,u2070,m134,?
2071,u2071,m134,?
2072,u2072,m134,?
2073,u2073,m134,?
2074,u2074,m134,f
2075,u2075,m134,?
2076,u2076,m134,?
2077,u2077,m134,?
2078,u2078,m134,?
2079,u2079,m135,?
2080,u2080,m135,?
2081,u2081,m135,?
2082,u2082,m135,?
2083,u2083,m135,?
2084,u2084,m135,?
2085,u2085,m135,?
2086,u2086,m135,?
2087,u2087,m135,?
2088,u2088,m135,?
2089,u2089,m135,?
2090,u2090,m135,?
2091,u2091,m135,?
2092,u2092,m135,?
2093,u2093,m135,?
2094,u2094,m135,?
2095,u2095,m136,?
2096,u2096,m136,?
2097,u2097,m136,?
2098,u2098,m136,?
2099,u2099,m136,?
2100,u2100,m136,?
2101,u2101,m136,?
2102,u2102,m136,?
2103,u2103,m136,?
2104,u2104,m136,m
2105,u2105,m136,m
2106,u2106,m136,?
2107,u2107,m136,?
2108,u2108,m136,?
2109,u2109,m136,m
2110,u2110,m136,?
2111,u2111,m136,?
2112,u2112,m136,?
2113,u2113,m137,?
2114,u2114,m137,?
2115,u2115,m137,?
2116,u2116,m137,?
2117,u2117,m137,?
2118,u2118,m137,?
2119,u2119,m137,m
2120,u2120,m137,f
2121,u2121,m137,?
2122,u2122,m137,?
2123,u2123,m137,m
2124,u2124,m137,m
2125,u2125,m137,?
2126,u2126,m138,?
2127,u2127,m138,f
2128,u2128,m138,?
2129,u2129,m138,?
2130,u2130,m138,f
2131,u2131,m139,?
2132,u2132,m139,?
2133,u2133,m139,?
2134,u2134,m139,m
2135,u2135,m139,f
2136,u2136,m139,?
2137,u2137,m139,m
2138,u2138,m139,m
2139,u2139,m139,?
2140,u2140,m139,?
2141,u2141,m139,m
2142,u2142,m139,?
2143,u2143,m139,?
2144,u2144,m139,m
2145,u2145,m139,?
2146,u2146,m139,?
2147,u2147,m139,f
2148,u2148,m139,?
2149,u2149,m139,?
2150,u2150,m139,f
2151,u2151,m139,m
2152,u2152,m139,?
2153,u2153,m140,?
2154,u2154,m140,?
2155,u2155,m140,?
2156,u2156,m140,?
2157,u2157,m140,f
2158,u2158,m140,?
2159,u2159,m140,?
2160,u2160,m140,m
2161,u2161,m140,?
2162,u2162,m140,m
2163,u2163,m140,m
2164,u2164,m140,?
2165,u2165,m140,?
2166,u2166,m140,?
2167,u2167,m140,?
2168,u2168,m140,?
2169,u2169,m140,m
2170,u2170,m140,?
2171,u2171,m140,?
2172,u2172,m140,?
2173,u2173,m140,m
2174,u2174,m140,?
2175,u2175,m140,f
2176,u2176,m140,m
2177,u2177,m140,?
2178,u2178,m140,?
2179,u2179,m140,?
2180,u2180,m140,?
2181,u2181,m140,?
2182,u2182,m140,?
2183,u2183,m140,m
2184,u2184,m141,f
2185,u2185,m141,?
2186,u2186,m141,?
2187,u2187,m141,?
2188,u2188,m141,m
2189,u2189,m141,?
2190,u2190,m141,m
2191,u2191,m141,?
2192,u2192,m141,f
2193,u2193,m141,?
2194,u2194,m141,?
2195,u2195,m141,?
2196,u2196,m141,m
2197,u2197,m141,f
2198,u2198,m141,?
2199,u2199,m141,m
2200,u2200,m141,f
2201,u2201,m142,?
2202,u2202,m142,m
2203,u2203,m142,?
2204,u2204,m142,?
2205,u2205,m142,f
2206,u2206,m142,?
2207,u2207,m142,?
2208,u2208,m142,m
2209,u2209,m142,m
2210,u2210,m142,?
2211,u2211,m143,?
2212,u2212,m143,?
2213,u2213,m143,?
2214,u2214,m143,?
2215,u2215,m143,m
2216,u2216,m143,?
2217,u2217,m143,?
2218,u2218,m143,f
2219,u2219,m143,?
2220,u2220,m143,m
2221,u2221,m143,m
2222,u2222,m143,?
2223,u2223,m143,?
2224,u2224,m144,m
2225,u2225,m144,?
2226,u2226,m144,?
2227,u2227,m144,?
2228,u2228,m144,?
2229,u2229,m144,?
2230,u2230,m144,?
2231,u2231,m144,?
2232,u2232,m144,?
2233,u2233,m144,?
2234,u2234,m144,?
2235,u2235,m144,?
2236,u2236,m144,m
2237,u2237,m144,f
2238,u2238,m144,m
2239,u2239,m144,f
2240,u2240,m144,?
2241,u2241,m144,?
2242,u2242,m144,f
2243,u2243,m144,?
2244,u2244,m144,m
2245,u2245,m144,?
2246,u2246,m144,?
2247,u2247,m144,?
2248,u2248,m144,?
2249,u2249,m144,?
2250,u2250,m144,?
2251,u2251,m144,?
2252,u2252,m145,?
2253,u2253,m145,m
2254,u2254,m145,?
2255,u2255,m145,?
2256,u2256,m145,m
2257,u2257,m145,?
2258,u2258,m145,?
2259,u2259,m145,?
2260,u2260,m145,?
2261,u2261,m145,f
2262,u2262,m145,?
2263,u2263,m145,m
2264,u2264,m145,?
2265,u2265,m145,m
2266,u2266,m145,?
2267,u2267,m145,m
2268,u2268,m146,?
2269,u2269,m146,?
2270,u2270,m146,f
2271,u2271,m146,m
2272,u2272,m146,m
2273,u2273,m146,?
2274,u2274,m146,?
2275,u2275,m146,m
2276,u2276,m146,?
2277,u2277,m146,?
2278,u2278,m146,?
2279,u2279,m147,?
2280,u2280,m147,m
2281,u2281,m147,?
2282,u2282,m147,?
2283,u2283,m147,?
2284,u2284,m147,?
2285,u2285,m147,?
2286,u2286,m147,f
2287,u2287,m147,m
2288,u2288,m147,f
2289,u2289,m147,?
2290,u2290,m147,?
2291,u2291,m147,?
2292,u2292,m147,m
2293,u2293,m147,?
2294,u2294,m148,?
2295,u2295,m148,m
2296,u2296,m148,?
2297,u2297,m148,f
2298,u2298,m148,?
2299,u2299,m148,f
2300,u2300,m148,?
2301,u2301,m148,?
2302,u2302,m148,?
2303,u2303,m149,?
2304,u2304,m149,f
2305,u2305,m149,m
2306,u2306,m149,?
2307,u2307,m149,?
2308,u2308,m149,?
2309,u2309,m149,m
2310,u2310,m149,m
2311,u2311,m149,?
2312,u2312,m149,m
2313,u2313,m149,?
2314,u2314,m149,f
2315,u2315,m149,m
2316,u2316,m149,?
2317,u2317,m149,?
2318,u2318,m149,?
2319,u2319,m149,m
2320,u2320,m149,f
2321,u2321,m149,?
2322,u2322,m150,?
2323,u2323,m150,?
2324,u2324,m150,m
2325,u2325,m150,m
2326,u2326,m150,m
2327,u2327,m150,m
2328,u2328,m150,?
2329,u2329,m150,?
2330,u2330,m150,M
2331,u2331,m150,m
2332,u2332,m150,?
2333,u2333,m150,m
2334,u2334,m150,m
2335,u2335,m150,?
2336,u2336,m150,?
2337,u2337,m150,?
2338,u2338,m150,?
2339,u2339,m150,m
2340,u2340,m150,m
2341,u2341,m150,f
2342,u2342,m150,?
2343,u2343,m150,m
2344,u2344,m150,?
2345,u2345,m150,?
2346,u2346,m150,?
2347,u2347,m150,?
2348,u2348,m150,?
2349,u2349,m150,?
2350,u2350,m151,m
2351,u2351,m151,f
2352,u2352,m151,m
2353,u2353,m151,?
2354,u2354,m151,?
2355,u2355,m151,m
2356,u2356,m151,?
2357,u2357,m151,?
2358,u2358,m151,?
2359,u2359,m151,?
2360,u2360,m151,m
2361,u2361,m151,?
2362,u2362,m151,?
2363,u2363,m151,m
2364,u2364,m151,?
2365,u2365,m151,m
2366,u2366,m151,m
2367,u2367,m151,?
2368,u2368,m152,m
2369,u2369,m152,f
2370,u2370,m152,?
2371,u2371,m152,m
2372,u2372,m152,?
2373,u2373,m152,?
2374,u2374,m152,m
2375,u2375,m152,?
2376,u2376,m152,?
2377,u2377,m152,?
2378,u2378,m152,f
2379,u2379,m152,M
2380,u2380,m152,?
2381,u2381,m152,?
2382,u2382,m152,?
2383,u2383,m152,?
2384,u2384,m152,f
2385,u2385,m152,?
2386,u2386,m152,f
2387,u2387,m152,m
2388,u2388,m152,f
2389,u2389,m152,m
2390,u2390,m153,?
2391,u2391,m153,?
2392,u2392,m153,m
2393,u2393,m153,?
2394,u2394,m153,m
2395,u2395,m153,?
2396,u2396,m153,?
2397,u2397,m153,?
2398,u2398,m153,?
2399,u2399,m153,?
2400,u2400,m153,f
2401,u2401,m153,m
2402,u2402,m153,?
2403,u2403,m153,?
2404,u2404,m153,?
2405,u2405,m154,m
2406,u2406,m154,?
2407,u2407,m154,?
2408,u2408,m154,m
2409,u2409,m154,?
2410,u2410,m154,?
2411,u2411,m154,f
2412,u2412,m154,f
2413,u2413,m154,?
2414,u2414,m154,m
2415,u2415,m154,m
2416,u2416,m155,m
2417,u2417,m155,?
2418,u2418,m155,?
2419,u2419,m155,m
2420,u2420,m155,?
2421,u2421,m155,f
2422,u2422,m155,m
2423,u2423,m155,f
2424,u2424,m156,?
2425,u2425,m156,?
2426,u2426,m156,?
2427,u2427,m156,?
2428,u2428,m156,m
2429,u2429,m156,m
2430,u2430,m156,?
2431,u2431,m156,?
2432,u2432,m156,?
2433,u2433,m156,?
2434,u2434,m156,?
2435,u2435,m156,m
2436,u2436,m156,m
2437,u2437,m156,?
2438,u2438,m156,?
2439,u2439,m156,?
2440,u2440,m156,?
2441,u2441,m156,?
2442,u2442,m156,m
2443,u2443,m157,?
2444,u2444,m157,?
2445,u2445,m157,?
2446,u2446,m157,?
2447,u2447,m157,m
2448,u2448,m157,m
2449,u2449,m157,?
2450,u2450,m157,?
2451,u2451,m157,?
2452,u2452,m157,M
2453,u2453,m157,?
2454,u2454,m157,?
2455,u2455,m157,?
2456,u2456,m157,?
2457,u2457,m157,?
2458,u2458,m157,?
2459,u2459,m157,?
2460,u2460,m158,f
2461,u2461,m158,m
2462,u2462,m158,m
2463,u2463,m158,?
2464,u2464,m158,f
2465,u2465,m159,?
2466,u2466,m159,m
2467,u2467,m159,f
2468,u2468,m159,?
2469,u2469,m159,?
2470,u2470,m159,m
2471,u2471,m159,?
2472,u2472,m159,?
2473,u2473,m159,?
2474,u2474,m159,?
2475,u2475,m159,?
2476,u2476,m159,M
2477,u2477,m160,?
2478,u2478,m160,?
2479,u2479,m160,?
2480,u2480,m160,?
2481,u2481,m160,M
2482,u2482,m160,?
2483,u2483,m160,?
2484,u2484,m160,F
2485,u2485,m161,F
2486,u2486,m161,?
2487,u2487,m161,m
2488,u2488,m161,m
2489,u2489,m161,f
2490,u2490,m161,m
2491,u2491,m161,?
2492,u2492,m161,?
2493,u2493,m161,?
2494,u2494,m161,?
